Station_Name,Date,Air_Temp_Min,Air_Temp_Min_Source_Flag,Air_Temp_Max,Air_Temp_Max_Source_Flag,Air_Temp_Avg ,Air_Temp_Avg_Source_Flag,Wind_Speed_10m_Avg_(km/h),Wind_Speed_10m_Avg_Source_Flag,Wind_Dir_10m_Avg ,Wind_Dir_10m_Avg_Source_Flag,Heating_Degree_Days_(DD),Heating_Degree_Days_Source_Flag,Cooling_Degree_Days_(DD),Cooling_Degree_Days_Source_Flag
Calgary Intl A,26-Dec-19,-15.3,ACTUAL,-2.9,ACTUAL,-8.9,AGGREGATED,9.6,AGGREGATED,215,AGGREGATED,24.4,COMPUTED,0,COMPUTED
Calgary Intl A,27-Dec-19,-11.6,ACTUAL,1.3,ACTUAL,-2.4,AGGREGATED,24.5,AGGREGATED,272.8,AGGREGATED,24.8,COMPUTED,0,COMPUTED
Calgary Intl A,28-Dec-19,-13.2,ACTUAL,-2.2,ACTUAL,-8.1,AGGREGATED,9.6,AGGREGATED,182.9,AGGREGATED,26.5,COMPUTED,0,COMPUTED
Calgary Intl A,29-Dec-19,-10,ACTUAL,3.4,ACTUAL,-3.4,AGGREGATED,6.8,AGGREGATED,347.1,AGGREGATED,27.3,COMPUTED,0,COMPUTED
Calgary Intl A,30-Dec-19,-10.6,ACTUAL,7.5,ACTUAL,-1.6,AGGREGATED,12.9,AGGREGATED,272.7,AGGREGATED,28.1,COMPUTED,0,COMPUTED
Calgary Intl A,31-Dec-19,1.7,ACTUAL,6.8,ACTUAL,5.3,AGGREGATED,30.3,AGGREGATED,283,AGGREGATED,27.5,COMPUTED,0,COMPUTED
Calgary Intl A,01-Jan-20,-3.5,ACTUAL,3,ACTUAL,-0.3,AGGREGATED,9,AGGREGATED,331.3,AGGREGATED,26.9,COMPUTED,0,COMPUTED
Calgary Intl A,02-Jan-20,-9.7,ACTUAL,3.8,ACTUAL,-3.1,AGGREGATED,14.2,AGGREGATED,310.7,AGGREGATED,25.9,COMPUTED,0,COMPUTED
Calgary Intl A,03-Jan-20,-9.2,ACTUAL,10.5,ACTUAL,-2.1,AGGREGATED,11.4,AGGREGATED,193.9,AGGREGATED,26,COMPUTED,0,COMPUTED
Calgary Intl A,04-Jan-20,-3.6,ACTUAL,9.1,ACTUAL,1.8,AGGREGATED,19.5,AGGREGATED,274.8,AGGREGATED,26.2,COMPUTED,0,COMPUTED
Calgary Intl A,05-Jan-20,-11.6,ACTUAL,3.9,ACTUAL,-2.7,AGGREGATED,9.4,AGGREGATED,186.8,AGGREGATED,27.2,COMPUTED,0,COMPUTED
Calgary Intl A,06-Jan-20,-8.7,ACTUAL,0.4,ACTUAL,-5,AGGREGATED,11.4,AGGREGATED,244,AGGREGATED,25.9,COMPUTED,0,COMPUTED
Calgary Intl A,07-Jan-20,-12.2,ACTUAL,-6.4,ACTUAL,-9.4,AGGREGATED,10.3,AGGREGATED,125.3,AGGREGATED,25.8,COMPUTED,0,COMPUTED
Calgary Intl A,08-Jan-20,-14.2,ACTUAL,-7.2,ACTUAL,-10.1,AGGREGATED,15.5,AGGREGATED,358.3,AGGREGATED,25.8,COMPUTED,0,COMPUTED
Calgary Intl A,09-Jan-20,-18,ACTUAL,-13.4,ACTUAL,-15.2,AGGREGATED,13.8,AGGREGATED,6.2,AGGREGATED,27,COMPUTED,0,COMPUTED
Calgary Intl A,10-Jan-20,-20.4,ACTUAL,-6.7,ACTUAL,-13.8,AGGREGATED,11.4,AGGREGATED,190.2,AGGREGATED,26.9,COMPUTED,0,COMPUTED
Calgary Intl A,11-Jan-20,-20.1,ACTUAL,-10.4,ACTUAL,-17.8,AGGREGATED,18.5,AGGREGATED,2.2,AGGREGATED,27.5,COMPUTED,0,COMPUTED
Calgary Intl A,12-Jan-20,-25.2,ACTUAL,-19.8,ACTUAL,-23.2,AGGREGATED,19.8,AGGREGATED,5.2,AGGREGATED,26.5,COMPUTED,0,COMPUTED
Calgary Intl A,13-Jan-20,-30.1,ACTUAL,-25,ACTUAL,-26.3,AGGREGATED,10.9,AGGREGATED,11.4,AGGREGATED,25.8,COMPUTED,0,COMPUTED
Calgary Intl A,14-Jan-20,-31.2,ACTUAL,-28.4,ACTUAL,-29.8,AGGREGATED,7.7,AGGREGATED,37.4,AGGREGATED,25.7,COMPUTED,0,COMPUTED
Calgary Intl A,15-Jan-20,-32.4,ACTUAL,-27,ACTUAL,-29.8,AGGREGATED,9.4,AGGREGATED,144.9,AGGREGATED,25.5,COMPUTED,0,COMPUTED
Calgary Intl A,16-Jan-20,-29.7,ACTUAL,-27.1,ACTUAL,-28.6,AGGREGATED,13.2,AGGREGATED,91.3,AGGREGATED,25.9,COMPUTED,0,COMPUTED
Calgary Intl A,17-Jan-20,-27.2,ACTUAL,-22.6,ACTUAL,-25,AGGREGATED,14,AGGREGATED,351.6,AGGREGATED,25.2,COMPUTED,0,COMPUTED
Calgary Intl A,18-Jan-20,-28.5,ACTUAL,-18.8,ACTUAL,-22.5,AGGREGATED,10.5,AGGREGATED,194.5,AGGREGATED,23.6,COMPUTED,0,COMPUTED
Calgary Intl A,19-Jan-20,-21.7,ACTUAL,4.9,ACTUAL,-9.5,AGGREGATED,12.3,AGGREGATED,186.5,AGGREGATED,22.6,COMPUTED,0,COMPUTED
Calgary Intl A,20-Jan-20,-4.1,ACTUAL,7.9,ACTUAL,2.3,AGGREGATED,9.6,AGGREGATED,244.4,AGGREGATED,23.5,COMPUTED,0,COMPUTED
Calgary Intl A,21-Jan-20,-7.7,ACTUAL,6.5,ACTUAL,0,AGGREGATED,9.8,AGGREGATED,173,AGGREGATED,23.4,COMPUTED,0,COMPUTED
Calgary Intl A,22-Jan-20,-4.2,ACTUAL,6,ACTUAL,2.3,AGGREGATED,17.5,AGGREGATED,266.7,AGGREGATED,23.4,COMPUTED,0,COMPUTED
Calgary Intl A,23-Jan-20,-8.8,ACTUAL,9.5,ACTUAL,-0.1,AGGREGATED,11.8,AGGREGATED,194.6,AGGREGATED,24.1,COMPUTED,0,COMPUTED
Calgary Intl A,24-Jan-20,0.5,ACTUAL,10.3,ACTUAL,5.4,AGGREGATED,12.5,AGGREGATED,246.7,AGGREGATED,24.2,COMPUTED,0,COMPUTED
Calgary Intl A,25-Jan-20,-2.5,ACTUAL,7.8,ACTUAL,4.2,AGGREGATED,13.1,AGGREGATED,314.5,AGGREGATED,24,COMPUTED,0,COMPUTED
Calgary Intl A,26-Jan-20,-7,ACTUAL,2.5,ACTUAL,-2.6,AGGREGATED,8.1,AGGREGATED,168.5,AGGREGATED,24.5,COMPUTED,0,COMPUTED
Calgary Intl A,27-Jan-20,-5,ACTUAL,7.1,ACTUAL,2.6,AGGREGATED,14.7,AGGREGATED,279.1,AGGREGATED,24.3,COMPUTED,0,COMPUTED
Calgary Intl A,28-Jan-20,-6.9,ACTUAL,4.8,ACTUAL,-1.9,AGGREGATED,7.1,AGGREGATED,208.1,AGGREGATED,25.2,COMPUTED,0,COMPUTED
Calgary Intl A,29-Jan-20,-9.2,ACTUAL,7.3,ACTUAL,-1.8,AGGREGATED,10.6,AGGREGATED,221.3,AGGREGATED,23.7,COMPUTED,0,COMPUTED
Calgary Intl A,30-Jan-20,-2.8,ACTUAL,6.2,ACTUAL,2.2,AGGREGATED,16.5,AGGREGATED,245.7,AGGREGATED,22,COMPUTED,0,COMPUTED
Calgary Intl A,31-Jan-20,-3.9,ACTUAL,8.5,ACTUAL,3.2,AGGREGATED,11.9,AGGREGATED,258.5,AGGREGATED,23,COMPUTED,0,COMPUTED
Calgary Intl A,01-Feb-20,-5.2,ACTUAL,11.1,ACTUAL,4.1,AGGREGATED,23.8,AGGREGATED,229.3,AGGREGATED,23,COMPUTED,0,COMPUTED
Calgary Intl A,02-Feb-20,-12.1,ACTUAL,-0.9,ACTUAL,-5.3,AGGREGATED,13.6,AGGREGATED,237.7,AGGREGATED,23.5,COMPUTED,0,COMPUTED
Calgary Intl A,03-Feb-20,-14,ACTUAL,-4.3,ACTUAL,-9.6,AGGREGATED,13.2,AGGREGATED,32.8,AGGREGATED,23.6,COMPUTED,0,COMPUTED
Calgary Intl A,04-Feb-20,-18.3,ACTUAL,0.5,ACTUAL,-7.6,AGGREGATED,18,AGGREGATED,233.4,AGGREGATED,23.1,COMPUTED,0,COMPUTED
Calgary Intl A,05-Feb-20,-1.5,ACTUAL,3.5,ACTUAL,1.1,AGGREGATED,21.6,AGGREGATED,268.5,AGGREGATED,23.5,COMPUTED,0,COMPUTED
Calgary Intl A,06-Feb-20,-4.6,ACTUAL,2.1,ACTUAL,0.1,AGGREGATED,11,AGGREGATED,313.7,AGGREGATED,25,COMPUTED,0,COMPUTED
Calgary Intl A,07-Feb-20,-9.6,ACTUAL,0.5,ACTUAL,-3.8,AGGREGATED,10.5,AGGREGATED,190.8,AGGREGATED,24.6,COMPUTED,0,COMPUTED
Calgary Intl A,08-Feb-20,-9,ACTUAL,-3.2,ACTUAL,-5.3,AGGREGATED,13.2,AGGREGATED,323.6,AGGREGATED,25.5,COMPUTED,0,COMPUTED
Calgary Intl A,09-Feb-20,-11.8,ACTUAL,1.8,ACTUAL,-3.1,AGGREGATED,20.6,AGGREGATED,298.3,AGGREGATED,26.2,COMPUTED,0,COMPUTED
Calgary Intl A,10-Feb-20,-6.9,ACTUAL,0.2,ACTUAL,-3.2,AGGREGATED,15.3,AGGREGATED,277.1,AGGREGATED,26.3,COMPUTED,0,COMPUTED
Calgary Intl A,11-Feb-20,-8.4,ACTUAL,5,ACTUAL,0.4,AGGREGATED,24.7,AGGREGATED,314.9,AGGREGATED,25.3,COMPUTED,0,COMPUTED
Calgary Intl A,12-Feb-20,-13.3,ACTUAL,-8,ACTUAL,-11.1,AGGREGATED,15.3,AGGREGATED,153.8,AGGREGATED,22.9,COMPUTED,0,COMPUTED
Calgary Intl A,13-Feb-20,-13.7,ACTUAL,7.8,ACTUAL,-4.2,AGGREGATED,17.3,AGGREGATED,196.5,AGGREGATED,21.8,COMPUTED,0,COMPUTED
Calgary Intl A,14-Feb-20,-8,ACTUAL,0.8,ACTUAL,-3.3,AGGREGATED,9,AGGREGATED,104.3,AGGREGATED,23.4,COMPUTED,0,COMPUTED
Calgary Intl A,15-Feb-20,-7.7,ACTUAL,4.4,ACTUAL,-3.3,AGGREGATED,13.7,AGGREGATED,209.6,AGGREGATED,22.1,COMPUTED,0,COMPUTED
Calgary Intl A,16-Feb-20,-7.2,ACTUAL,2.5,ACTUAL,-3.4,AGGREGATED,6.7,AGGREGATED,300.7,AGGREGATED,23.2,COMPUTED,0,COMPUTED
Calgary Intl A,17-Feb-20,-16.3,ACTUAL,-3.2,ACTUAL,-11.4,AGGREGATED,13.6,AGGREGATED,59.4,AGGREGATED,23.5,COMPUTED,0,COMPUTED
Calgary Intl A,18-Feb-20,-17.1,ACTUAL,-6.8,ACTUAL,-13.4,AGGREGATED,10.2,AGGREGATED,153.5,AGGREGATED,23.2,COMPUTED,0,COMPUTED
Calgary Intl A,19-Feb-20,-16.3,ACTUAL,1.6,ACTUAL,-7,AGGREGATED,7.7,AGGREGATED,202.9,AGGREGATED,22.7,COMPUTED,0,COMPUTED
Calgary Intl A,20-Feb-20,-12,ACTUAL,9.4,ACTUAL,0.7,AGGREGATED,14.8,AGGREGATED,250.1,AGGREGATED,23.4,COMPUTED,0,COMPUTED
Calgary Intl A,21-Feb-20,-3.7,ACTUAL,6.8,ACTUAL,4.3,AGGREGATED,22.6,AGGREGATED,263.7,AGGREGATED,23.1,COMPUTED,0,COMPUTED
Calgary Intl A,22-Feb-20,-6.2,ACTUAL,6.3,ACTUAL,1.4,AGGREGATED,18.3,AGGREGATED,299,AGGREGATED,24,COMPUTED,0,COMPUTED
Calgary Intl A,23-Feb-20,-8.4,ACTUAL,1.1,ACTUAL,-4.1,AGGREGATED,12,AGGREGATED,74,AGGREGATED,24.5,COMPUTED,0,COMPUTED
Calgary Intl A,24-Feb-20,-8.2,ACTUAL,-2.1,ACTUAL,-4.9,AGGREGATED,13.2,AGGREGATED,10.5,AGGREGATED,25,COMPUTED,0,COMPUTED
Calgary Intl A,25-Feb-20,-13.2,ACTUAL,0.6,ACTUAL,-6.3,AGGREGATED,6.6,AGGREGATED,227.5,AGGREGATED,25.4,COMPUTED,0,COMPUTED
Calgary Intl A,26-Feb-20,-4,ACTUAL,4.9,ACTUAL,2.4,AGGREGATED,15.9,AGGREGATED,300.9,AGGREGATED,24.8,COMPUTED,0,COMPUTED
Calgary Intl A,27-Feb-20,0.2,ACTUAL,9.3,ACTUAL,5.3,AGGREGATED,25.4,AGGREGATED,270.5,AGGREGATED,23.3,COMPUTED,0,COMPUTED
Calgary Intl A,28-Feb-20,0.3,ACTUAL,10.6,ACTUAL,5.1,AGGREGATED,8,AGGREGATED,135.7,AGGREGATED,23.4,COMPUTED,0,COMPUTED
Calgary Intl A,29-Feb-20,-3.9,ACTUAL,6.9,ACTUAL,1.5,AGGREGATED,29.1,AGGREGATED,299.9,AGGREGATED,18.9,COMPUTED,0,COMPUTED
Calgary Intl A,01-Mar-20,-11,ACTUAL,3.8,ACTUAL,-2.4,AGGREGATED,15.3,AGGREGATED,233.5,AGGREGATED,24,COMPUTED,0,COMPUTED
Calgary Intl A,02-Mar-20,1.3,ACTUAL,7.6,ACTUAL,3.8,AGGREGATED,20.2,AGGREGATED,268.5,AGGREGATED,23.6,COMPUTED,0,COMPUTED
Calgary Intl A,03-Mar-20,-3.6,ACTUAL,7.6,ACTUAL,3.3,AGGREGATED,23.7,AGGREGATED,270.4,AGGREGATED,23.6,COMPUTED,0,COMPUTED
Calgary Intl A,04-Mar-20,-3.1,ACTUAL,4.4,ACTUAL,1,AGGREGATED,22.9,AGGREGATED,283.8,AGGREGATED,24.8,COMPUTED,0,COMPUTED
Calgary Intl A,05-Mar-20,-7.4,ACTUAL,8.9,ACTUAL,-0.4,AGGREGATED,11.2,AGGREGATED,170.8,AGGREGATED,25.1,COMPUTED,0,COMPUTED
Calgary Intl A,06-Mar-20,-6.6,ACTUAL,8.1,ACTUAL,-0.2,AGGREGATED,15.6,AGGREGATED,5.1,AGGREGATED,25.5,COMPUTED,0,COMPUTED
Calgary Intl A,07-Mar-20,-15.2,ACTUAL,-6.5,ACTUAL,-11,AGGREGATED,18.7,AGGREGATED,360,AGGREGATED,24.4,COMPUTED,0,COMPUTED
Calgary Intl A,08-Mar-20,-17.7,ACTUAL,-7.6,ACTUAL,-12.5,AGGREGATED,9.8,AGGREGATED,207.1,AGGREGATED,23.1,COMPUTED,0,COMPUTED
Calgary Intl A,09-Mar-20,-14.8,ACTUAL,2,ACTUAL,-5.8,AGGREGATED,10.5,AGGREGATED,222,AGGREGATED,21.6,COMPUTED,0,COMPUTED
Calgary Intl A,10-Mar-20,-9.2,ACTUAL,4.8,ACTUAL,-0.4,AGGREGATED,15.5,AGGREGATED,229.9,AGGREGATED,21,COMPUTED,0,COMPUTED
Calgary Intl A,11-Mar-20,-3.5,ACTUAL,3.8,ACTUAL,0,AGGREGATED,13.6,AGGREGATED,318.1,AGGREGATED,19.4,COMPUTED,0,COMPUTED
Calgary Intl A,12-Mar-20,-8.6,ACTUAL,1.3,ACTUAL,-3.1,AGGREGATED,15.9,AGGREGATED,354.7,AGGREGATED,18.2,COMPUTED,0,COMPUTED
Calgary Intl A,13-Mar-20,-20.6,ACTUAL,-8.6,ACTUAL,-16.2,AGGREGATED,25.3,AGGREGATED,19.7,AGGREGATED,18.6,COMPUTED,0,COMPUTED
Calgary Intl A,14-Mar-20,-21.4,ACTUAL,-17.8,ACTUAL,-20.1,AGGREGATED,20.9,AGGREGATED,349.5,AGGREGATED,18.9,COMPUTED,0,COMPUTED
Calgary Intl A,15-Mar-20,-23.9,ACTUAL,-9.4,ACTUAL,-16.8,AGGREGATED,5.8,AGGREGATED,349.7,AGGREGATED,19.5,COMPUTED,0,COMPUTED
Calgary Intl A,16-Mar-20,-14.6,ACTUAL,3,ACTUAL,-5,AGGREGATED,9.9,AGGREGATED,208.6,AGGREGATED,20.4,COMPUTED,0,COMPUTED
Calgary Intl A,17-Mar-20,-6.8,ACTUAL,2.9,ACTUAL,-2.4,AGGREGATED,21.1,AGGREGATED,20.8,AGGREGATED,19.8,COMPUTED,0,COMPUTED
Calgary Intl A,18-Mar-20,-9.8,ACTUAL,-6.7,ACTUAL,-8.6,AGGREGATED,12.3,AGGREGATED,139,AGGREGATED,19,COMPUTED,0,COMPUTED
Calgary Intl A,19-Mar-20,-12.1,ACTUAL,-7.7,ACTUAL,-10.1,AGGREGATED,17,AGGREGATED,128.6,AGGREGATED,18.5,COMPUTED,0,COMPUTED
Calgary Intl A,20-Mar-20,-13.2,ACTUAL,2.3,ACTUAL,-5.7,AGGREGATED,9.5,AGGREGATED,176,AGGREGATED,18.3,COMPUTED,0,COMPUTED
Calgary Intl A,21-Mar-20,-8.9,ACTUAL,4.9,ACTUAL,-1.1,AGGREGATED,11.8,AGGREGATED,302,AGGREGATED,18.5,COMPUTED,0,COMPUTED
Calgary Intl A,22-Mar-20,-6.4,ACTUAL,7.6,ACTUAL,0.1,AGGREGATED,10.2,AGGREGATED,209.6,AGGREGATED,18.9,COMPUTED,0,COMPUTED
Calgary Intl A,23-Mar-20,-5.3,ACTUAL,10,ACTUAL,0.5,AGGREGATED,14.4,AGGREGATED,343,AGGREGATED,19.7,COMPUTED,0,COMPUTED
Calgary Intl A,24-Mar-20,-5.3,ACTUAL,-2.2,ACTUAL,-3.9,AGGREGATED,15,AGGREGATED,71.6,AGGREGATED,19.9,COMPUTED,0,COMPUTED
Calgary Intl A,25-Mar-20,-9.6,ACTUAL,-0.2,ACTUAL,-4.5,AGGREGATED,12.3,AGGREGATED,153.8,AGGREGATED,18.1,COMPUTED,0,COMPUTED
Calgary Intl A,26-Mar-20,-7.3,ACTUAL,7.5,ACTUAL,0.9,AGGREGATED,23.4,AGGREGATED,251.8,AGGREGATED,17.7,COMPUTED,0,COMPUTED
Calgary Intl A,27-Mar-20,-3.6,ACTUAL,10.2,ACTUAL,3.8,AGGREGATED,15.7,AGGREGATED,221.7,AGGREGATED,16.8,COMPUTED,0,COMPUTED
Calgary Intl A,28-Mar-20,-3.2,ACTUAL,6.6,ACTUAL,1.1,AGGREGATED,15.6,AGGREGATED,187,AGGREGATED,16.9,COMPUTED,0,COMPUTED
Calgary Intl A,29-Mar-20,-1.6,ACTUAL,11.2,ACTUAL,4.3,AGGREGATED,16.3,AGGREGATED,178.6,AGGREGATED,16.6,COMPUTED,0,COMPUTED
Calgary Intl A,30-Mar-20,-10,ACTUAL,0.4,ACTUAL,-6,AGGREGATED,18.5,AGGREGATED,48.4,AGGREGATED,16.1,COMPUTED,0,COMPUTED
Calgary Intl A,31-Mar-20,-12.3,ACTUAL,-7.6,ACTUAL,-10.7,AGGREGATED,24.4,AGGREGATED,6.4,AGGREGATED,16.2,COMPUTED,0,COMPUTED
Calgary Intl A,01-Apr-20,-15.4,ACTUAL,-9.7,ACTUAL,-13.1,AGGREGATED,17.2,AGGREGATED,9.7,AGGREGATED,17.1,COMPUTED,0,COMPUTED
Calgary Intl A,02-Apr-20,-15.1,ACTUAL,-8.3,ACTUAL,-11.3,AGGREGATED,12,AGGREGATED,151.1,AGGREGATED,17.4,COMPUTED,0,COMPUTED
Calgary Intl A,03-Apr-20,-11.3,ACTUAL,-7.7,ACTUAL,-9.4,AGGREGATED,15.1,AGGREGATED,92.9,AGGREGATED,17.4,COMPUTED,0,COMPUTED
Calgary Intl A,04-Apr-20,-12.1,ACTUAL,-2.3,ACTUAL,-7.9,AGGREGATED,12.3,AGGREGATED,69.2,AGGREGATED,17.1,COMPUTED,0,COMPUTED
Calgary Intl A,05-Apr-20,-7.8,ACTUAL,-3.2,ACTUAL,-5.8,AGGREGATED,16.7,AGGREGATED,125.3,AGGREGATED,17,COMPUTED,0,COMPUTED
Calgary Intl A,06-Apr-20,-7.2,ACTUAL,6.4,ACTUAL,-1.1,AGGREGATED,17.1,AGGREGATED,280.2,AGGREGATED,16.2,COMPUTED,0,COMPUTED
Calgary Intl A,07-Apr-20,-3.5,ACTUAL,5.2,ACTUAL,-0.6,AGGREGATED,15.3,AGGREGATED,9.3,AGGREGATED,15.8,COMPUTED,0,COMPUTED
Calgary Intl A,08-Apr-20,-3.5,ACTUAL,5,ACTUAL,0,AGGREGATED,11,AGGREGATED,245.4,AGGREGATED,14.8,COMPUTED,0,COMPUTED
Calgary Intl A,09-Apr-20,-3.6,ACTUAL,14,ACTUAL,4.3,AGGREGATED,13.3,AGGREGATED,187,AGGREGATED,15,COMPUTED,0,COMPUTED
Calgary Intl A,10-Apr-20,-3.5,ACTUAL,4.3,ACTUAL,0.2,AGGREGATED,16.2,AGGREGATED,8.2,AGGREGATED,15.2,COMPUTED,0,COMPUTED
Calgary Intl A,11-Apr-20,-8.2,ACTUAL,-3.5,ACTUAL,-5.5,AGGREGATED,18.9,AGGREGATED,4.5,AGGREGATED,14.5,COMPUTED,0,COMPUTED
Calgary Intl A,12-Apr-20,-9,ACTUAL,-2.3,ACTUAL,-5.8,AGGREGATED,16.3,AGGREGATED,335.2,AGGREGATED,14.5,COMPUTED,0,COMPUTED
Calgary Intl A,13-Apr-20,-10,ACTUAL,5.1,ACTUAL,-2.5,AGGREGATED,10.5,AGGREGATED,265,AGGREGATED,14.5,COMPUTED,0,COMPUTED
Calgary Intl A,14-Apr-20,-1.4,ACTUAL,8.5,ACTUAL,2.9,AGGREGATED,17.1,AGGREGATED,336.2,AGGREGATED,14.9,COMPUTED,0,COMPUTED
Calgary Intl A,15-Apr-20,-2.5,ACTUAL,1.5,ACTUAL,-0.7,AGGREGATED,19.3,AGGREGATED,342.8,AGGREGATED,15.4,COMPUTED,0,COMPUTED
Calgary Intl A,16-Apr-20,-4.7,ACTUAL,10.5,ACTUAL,3,AGGREGATED,6.2,AGGREGATED,213.5,AGGREGATED,14.1,COMPUTED,0,COMPUTED
Calgary Intl A,17-Apr-20,3.5,ACTUAL,12.2,ACTUAL,7.7,AGGREGATED,22,AGGREGATED,318,AGGREGATED,12.8,COMPUTED,0,COMPUTED
Calgary Intl A,18-Apr-20,-0.6,ACTUAL,5,ACTUAL,1.8,AGGREGATED,15.1,AGGREGATED,349.3,AGGREGATED,13.3,COMPUTED,0,COMPUTED
Calgary Intl A,19-Apr-20,-1.3,ACTUAL,15.1,ACTUAL,7.9,AGGREGATED,10.2,AGGREGATED,319.4,AGGREGATED,12.8,COMPUTED,0,COMPUTED
Calgary Intl A,20-Apr-20,5.5,ACTUAL,19.2,ACTUAL,12.7,AGGREGATED,17.3,AGGREGATED,281,AGGREGATED,11.6,COMPUTED,0,COMPUTED
Calgary Intl A,21-Apr-20,6.6,ACTUAL,19.3,ACTUAL,14.1,AGGREGATED,25,AGGREGATED,290.4,AGGREGATED,10.7,COMPUTED,0,COMPUTED
Calgary Intl A,22-Apr-20,3.9,ACTUAL,13.6,ACTUAL,9,AGGREGATED,12.3,AGGREGATED,149.9,AGGREGATED,11.2,COMPUTED,0,COMPUTED
Calgary Intl A,23-Apr-20,1,ACTUAL,13.8,ACTUAL,7.3,AGGREGATED,9.5,AGGREGATED,351.1,AGGREGATED,11.8,COMPUTED,0,COMPUTED
Calgary Intl A,24-Apr-20,1.5,ACTUAL,15.8,ACTUAL,9,AGGREGATED,12.1,AGGREGATED,257.5,AGGREGATED,11.9,COMPUTED,0,COMPUTED
Calgary Intl A,25-Apr-20,0.2,ACTUAL,17.7,ACTUAL,9.7,AGGREGATED,15.2,AGGREGATED,216.1,AGGREGATED,12.1,COMPUTED,0,COMPUTED
Calgary Intl A,26-Apr-20,2,ACTUAL,14.9,ACTUAL,10.1,AGGREGATED,20.1,AGGREGATED,274.5,AGGREGATED,12,COMPUTED,0,COMPUTED
Calgary Intl A,27-Apr-20,1.4,ACTUAL,16.7,ACTUAL,9.7,AGGREGATED,18,AGGREGATED,262.6,AGGREGATED,11.1,COMPUTED,0,COMPUTED
Calgary Intl A,28-Apr-20,0,ACTUAL,17.2,ACTUAL,10.2,AGGREGATED,16.7,AGGREGATED,276,AGGREGATED,11.6,COMPUTED,0,COMPUTED
Calgary Intl A,29-Apr-20,3.4,ACTUAL,21.5,ACTUAL,14.2,AGGREGATED,15,AGGREGATED,181.6,AGGREGATED,11.8,COMPUTED,0,COMPUTED
Calgary Intl A,30-Apr-20,5.4,ACTUAL,18.8,ACTUAL,12.2,AGGREGATED,17.6,AGGREGATED,282.9,AGGREGATED,12.2,COMPUTED,0,COMPUTED
Calgary Intl A,01-May-20,0.5,ACTUAL,15.2,ACTUAL,8.7,AGGREGATED,7.7,AGGREGATED,65.9,AGGREGATED,11.4,COMPUTED,0,COMPUTED
Calgary Intl A,02-May-20,-0.1,ACTUAL,19.6,ACTUAL,11.1,AGGREGATED,11.8,AGGREGATED,175.2,AGGREGATED,10.6,COMPUTED,0,COMPUTED
Calgary Intl A,03-May-20,1.8,ACTUAL,16.7,ACTUAL,8.5,AGGREGATED,17.6,AGGREGATED,311.3,AGGREGATED,11.1,COMPUTED,0,COMPUTED
Calgary Intl A,04-May-20,2.3,ACTUAL,6.8,ACTUAL,4.2,AGGREGATED,19.2,AGGREGATED,301.9,AGGREGATED,10.3,COMPUTED,0,COMPUTED
Calgary Intl A,05-May-20,-1,ACTUAL,16.3,ACTUAL,8.6,AGGREGATED,11.1,AGGREGATED,161.3,AGGREGATED,10.3,COMPUTED,0,COMPUTED
Calgary Intl A,06-May-20,1.3,ACTUAL,16.4,ACTUAL,9.2,AGGREGATED,14.9,AGGREGATED,147.1,AGGREGATED,10.3,COMPUTED,0,COMPUTED
Calgary Intl A,07-May-20,6,ACTUAL,16.5,ACTUAL,10.5,AGGREGATED,12.3,AGGREGATED,326.3,AGGREGATED,10.7,COMPUTED,0,COMPUTED
Calgary Intl A,08-May-20,3.8,ACTUAL,10.9,ACTUAL,6.9,AGGREGATED,23.9,AGGREGATED,345.5,AGGREGATED,10,COMPUTED,0,COMPUTED
Calgary Intl A,09-May-20,-0.4,ACTUAL,13.7,ACTUAL,6.9,AGGREGATED,15.6,AGGREGATED,24,AGGREGATED,10.5,COMPUTED,0,COMPUTED
Calgary Intl A,10-May-20,0.5,ACTUAL,7.1,ACTUAL,3.7,AGGREGATED,16.5,AGGREGATED,133,AGGREGATED,10.7,COMPUTED,0,COMPUTED
Calgary Intl A,11-May-20,-0.5,ACTUAL,8.1,ACTUAL,4,AGGREGATED,15.4,AGGREGATED,162.7,AGGREGATED,9.6,COMPUTED,0,COMPUTED
Calgary Intl A,12-May-20,1.9,ACTUAL,10.4,ACTUAL,5.8,AGGREGATED,20.1,AGGREGATED,150.1,AGGREGATED,8.2,COMPUTED,0.1,COMPUTED
Calgary Intl A,13-May-20,-0.3,ACTUAL,15.8,ACTUAL,7.8,AGGREGATED,7.8,AGGREGATED,228.2,AGGREGATED,8.3,COMPUTED,0,COMPUTED
Calgary Intl A,14-May-20,3.2,ACTUAL,17.3,ACTUAL,9.9,AGGREGATED,21.9,AGGREGATED,357.8,AGGREGATED,7.5,COMPUTED,0,COMPUTED
Calgary Intl A,15-May-20,2.3,ACTUAL,18.1,ACTUAL,10,AGGREGATED,10.9,AGGREGATED,160.8,AGGREGATED,7.5,COMPUTED,0.1,COMPUTED
Calgary Intl A,16-May-20,3,ACTUAL,21.8,ACTUAL,13.8,AGGREGATED,11.2,AGGREGATED,228.7,AGGREGATED,7.3,COMPUTED,0.1,COMPUTED
Calgary Intl A,17-May-20,6,ACTUAL,21.6,ACTUAL,15,AGGREGATED,8.1,AGGREGATED,184.5,AGGREGATED,7.5,COMPUTED,0.1,COMPUTED
