Date,City,ShelterType,Capacity,Overnight
6/5/2014,Calgary,Family Emergency,60,47
6/6/2014,Calgary,Adult Emergency,725,622
6/6/2014,Calgary,Adult Emergency,125,112
6/6/2014,Calgary,Adult Emergency,23,9
6/6/2014,Calgary,Adult Emergency,159,80
6/6/2014,Calgary,Adult Emergency,370,309
6/6/2014,Calgary,Women Emergency,6,6
6/6/2014,Calgary,Family Emergency,120,136
6/6/2014,Calgary,Family Emergency,60,47
6/7/2014,Calgary,Adult Emergency,725,618
6/7/2014,Calgary,Adult Emergency,125,122
6/7/2014,Calgary,Adult Emergency,23,9
6/7/2014,Calgary,Adult Emergency,159,80
6/7/2014,Calgary,Adult Emergency,370,306
6/7/2014,Calgary,Women Emergency,6,6
6/7/2014,Calgary,Family Emergency,120,125
6/7/2014,Calgary,Family Emergency,60,47
6/8/2014,Calgary,Adult Emergency,725,616
6/8/2014,Calgary,Adult Emergency,125,125
6/8/2014,Calgary,Adult Emergency,23,11
6/8/2014,Calgary,Adult Emergency,159,80
6/8/2014,Calgary,Adult Emergency,370,355
6/8/2014,Calgary,Women Emergency,6,6
6/8/2014,Calgary,Family Emergency,120,132
6/8/2014,Calgary,Family Emergency,60,47
6/9/2014,Calgary,Adult Emergency,725,634
6/9/2014,Calgary,Adult Emergency,125,125
6/9/2014,Calgary,Adult Emergency,23,12
6/9/2014,Calgary,Adult Emergency,159,80
6/9/2014,Calgary,Adult Emergency,370,370
6/9/2014,Calgary,Women Emergency,6,6
6/9/2014,Calgary,Family Emergency,120,142
6/9/2014,Calgary,Family Emergency,60,47
6/10/2014,Calgary,Adult Emergency,725,609
6/10/2014,Calgary,Adult Emergency,125,125
6/10/2014,Calgary,Adult Emergency,23,11
6/10/2014,Calgary,Adult Emergency,159,80
6/10/2014,Calgary,Adult Emergency,370,367
6/10/2014,Calgary,Women Emergency,6,6
6/10/2014,Calgary,Family Emergency,120,128
6/10/2014,Calgary,Family Emergency,60,47
6/11/2014,Calgary,Adult Emergency,725,659
6/11/2014,Calgary,Adult Emergency,125,126
6/11/2014,Calgary,Adult Emergency,23,12
6/11/2014,Calgary,Adult Emergency,159,80
6/11/2014,Calgary,Adult Emergency,370,370
6/11/2014,Calgary,Women Emergency,6,6
6/11/2014,Calgary,Family Emergency,120,119
6/11/2014,Calgary,Family Emergency,60,47
6/12/2014,Calgary,Adult Emergency,725,622
6/12/2014,Calgary,Adult Emergency,125,125
6/12/2014,Calgary,Adult Emergency,23,12
6/12/2014,Calgary,Adult Emergency,159,80
6/12/2014,Calgary,Adult Emergency,370,350
6/12/2014,Calgary,Women Emergency,6,6
6/12/2014,Calgary,Family Emergency,120,114
6/12/2014,Calgary,Family Emergency,60,47
6/13/2014,Calgary,Adult Emergency,725,637
6/13/2014,Calgary,Adult Emergency,125,123
6/13/2014,Calgary,Adult Emergency,23,12
6/13/2014,Calgary,Adult Emergency,159,80
6/13/2014,Calgary,Adult Emergency,370,350
6/13/2014,Calgary,Women Emergency,6,6
6/13/2014,Calgary,Family Emergency,120,123
6/13/2014,Calgary,Family Emergency,60,47
6/14/2014,Calgary,Adult Emergency,725,614
6/14/2014,Calgary,Adult Emergency,125,121
6/14/2014,Calgary,Adult Emergency,23,12
6/14/2014,Calgary,Adult Emergency,159,80
6/14/2014,Calgary,Adult Emergency,370,327
6/14/2014,Calgary,Women Emergency,6,6
6/14/2014,Calgary,Family Emergency,120,111
6/14/2014,Calgary,Family Emergency,60,47
6/15/2014,Calgary,Adult Emergency,725,640
6/15/2014,Calgary,Adult Emergency,125,125
6/15/2014,Calgary,Adult Emergency,23,12
6/15/2014,Calgary,Adult Emergency,159,80
6/15/2014,Calgary,Adult Emergency,370,370
6/15/2014,Calgary,Women Emergency,6,6
6/15/2014,Calgary,Family Emergency,120,120
6/15/2014,Calgary,Family Emergency,60,47
6/16/2014,Calgary,Adult Emergency,725,649
6/16/2014,Calgary,Adult Emergency,125,126
6/16/2014,Calgary,Adult Emergency,23,10
6/16/2014,Calgary,Adult Emergency,159,80
6/16/2014,Calgary,Adult Emergency,370,373
6/16/2014,Calgary,Women Emergency,6,6
6/16/2014,Calgary,Family Emergency,120,131
6/16/2014,Calgary,Family Emergency,60,47
6/17/2014,Calgary,Adult Emergency,725,645
6/17/2014,Calgary,Adult Emergency,125,125
6/17/2014,Calgary,Adult Emergency,23,12
6/17/2014,Calgary,Adult Emergency,159,80
6/17/2014,Calgary,Adult Emergency,370,379
6/17/2014,Calgary,Women Emergency,6,6
6/17/2014,Calgary,Family Emergency,120,139
6/17/2014,Calgary,Family Emergency,60,47
6/18/2014,Calgary,Adult Emergency,725,669
6/18/2014,Calgary,Adult Emergency,125,126
6/18/2014,Calgary,Adult Emergency,23,12
6/18/2014,Calgary,Adult Emergency,159,80
6/18/2014,Calgary,Adult Emergency,370,380
6/18/2014,Calgary,Women Emergency,6,6
6/18/2014,Calgary,Family Emergency,120,130
6/18/2014,Calgary,Family Emergency,60,47
6/19/2014,Calgary,Adult Emergency,725,635
6/19/2014,Calgary,Adult Emergency,125,126
6/19/2014,Calgary,Adult Emergency,23,12
6/19/2014,Calgary,Adult Emergency,159,80
6/19/2014,Calgary,Adult Emergency,370,374
6/19/2014,Calgary,Women Emergency,6,6
6/19/2014,Calgary,Family Emergency,120,109
6/19/2014,Calgary,Family Emergency,60,47
6/20/2014,Calgary,Adult Emergency,725,643
6/20/2014,Calgary,Adult Emergency,125,114
6/20/2014,Calgary,Adult Emergency,23,11
6/20/2014,Calgary,Adult Emergency,159,80
6/20/2014,Calgary,Adult Emergency,370,333
6/20/2014,Calgary,Women Emergency,6,6
6/20/2014,Calgary,Family Emergency,120,106
6/20/2014,Calgary,Family Emergency,60,47
6/21/2014,Calgary,Adult Emergency,725,639
6/21/2014,Calgary,Adult Emergency,125,123
6/21/2014,Calgary,Adult Emergency,23,10
6/21/2014,Calgary,Adult Emergency,159,80
6/21/2014,Calgary,Adult Emergency,370,325
6/21/2014,Calgary,Women Emergency,6,6
6/21/2014,Calgary,Family Emergency,120,120
6/21/2014,Calgary,Family Emergency,60,47
6/22/2014,Calgary,Adult Emergency,725,595
6/22/2014,Calgary,Adult Emergency,125,125
6/22/2014,Calgary,Adult Emergency,23,10
6/22/2014,Calgary,Adult Emergency,159,80
6/22/2014,Calgary,Adult Emergency,370,345
6/22/2014,Calgary,Women Emergency,6,6
6/22/2014,Calgary,Family Emergency,120,124
6/22/2014,Calgary,Family Emergency,60,47
6/23/2014,Calgary,Adult Emergency,725,614
6/23/2014,Calgary,Adult Emergency,125,127
6/23/2014,Calgary,Adult Emergency,23,11
6/23/2014,Calgary,Adult Emergency,159,80
6/23/2014,Calgary,Adult Emergency,370,357
6/23/2014,Calgary,Women Emergency,6,6
6/23/2014,Calgary,Family Emergency,120,118
6/23/2014,Calgary,Family Emergency,60,47
6/24/2014,Calgary,Adult Emergency,725,610
6/24/2014,Calgary,Adult Emergency,125,125
6/24/2014,Calgary,Adult Emergency,23,12
6/24/2014,Calgary,Adult Emergency,159,80
6/24/2014,Calgary,Adult Emergency,370,370
6/24/2014,Calgary,Women Emergency,6,6
6/24/2014,Calgary,Family Emergency,120,125
6/24/2014,Calgary,Family Emergency,60,47
6/25/2014,Calgary,Adult Emergency,725,611
6/25/2014,Calgary,Adult Emergency,125,122
6/25/2014,Calgary,Adult Emergency,23,12
6/25/2014,Calgary,Adult Emergency,159,80
6/25/2014,Calgary,Adult Emergency,370,324
6/25/2014,Calgary,Women Emergency,6,6
6/25/2014,Calgary,Family Emergency,120,110
6/25/2014,Calgary,Family Emergency,60,47
6/26/2014,Calgary,Adult Emergency,725,600
6/26/2014,Calgary,Adult Emergency,125,109
6/26/2014,Calgary,Adult Emergency,23,11
6/26/2014,Calgary,Adult Emergency,159,80
6/26/2014,Calgary,Adult Emergency,370,330
6/26/2014,Calgary,Women Emergency,6,6
6/26/2014,Calgary,Family Emergency,120,126
6/26/2014,Calgary,Family Emergency,60,47
6/27/2014,Calgary,Adult Emergency,725,585
6/27/2014,Calgary,Adult Emergency,125,105
6/27/2014,Calgary,Adult Emergency,23,9
6/27/2014,Calgary,Adult Emergency,159,80
6/27/2014,Calgary,Adult Emergency,370,274
6/27/2014,Calgary,Women Emergency,6,6
6/27/2014,Calgary,Family Emergency,120,116
6/27/2014,Calgary,Family Emergency,60,47
6/28/2014,Calgary,Adult Emergency,725,604
6/28/2014,Calgary,Adult Emergency,125,109
6/28/2014,Calgary,Adult Emergency,23,11
6/28/2014,Calgary,Adult Emergency,159,80
6/28/2014,Calgary,Adult Emergency,370,280
6/28/2014,Calgary,Women Emergency,6,6
6/28/2014,Calgary,Family Emergency,120,120
6/28/2014,Calgary,Family Emergency,60,47
6/29/2014,Calgary,Adult Emergency,725,593
6/29/2014,Calgary,Adult Emergency,125,122
6/29/2014,Calgary,Adult Emergency,23,11
6/29/2014,Calgary,Adult Emergency,159,80
6/29/2014,Calgary,Adult Emergency,370,348
6/29/2014,Calgary,Women Emergency,6,6
6/29/2014,Calgary,Family Emergency,120,118
6/29/2014,Calgary,Family Emergency,60,47
6/30/2014,Calgary,Adult Emergency,725,620
6/30/2014,Calgary,Adult Emergency,125,119
6/30/2014,Calgary,Adult Emergency,23,11
6/30/2014,Calgary,Adult Emergency,159,80
6/30/2014,Calgary,Adult Emergency,370,337
6/30/2014,Calgary,Women Emergency,6,6
6/30/2014,Calgary,Family Emergency,120,113
6/30/2014,Calgary,Family Emergency,60,47
7/1/2014,Calgary,Adult Emergency,725,628
7/1/2014,Calgary,Adult Emergency,125,124
7/1/2014,Calgary,Adult Emergency,23,12
7/1/2014,Calgary,Adult Emergency,159,80
7/1/2014,Calgary,Adult Emergency,370,319
7/1/2014,Calgary,Women Emergency,6,6
7/1/2014,Calgary,Family Emergency,120,99
7/1/2014,Calgary,Family Emergency,60,42
7/2/2014,Calgary,Adult Emergency,725,591
7/2/2014,Calgary,Adult Emergency,125,125
7/2/2014,Calgary,Adult Emergency,23,12
7/2/2014,Calgary,Adult Emergency,159,80
7/2/2014,Calgary,Adult Emergency,370,366
7/2/2014,Calgary,Women Emergency,6,6
7/2/2014,Calgary,Family Emergency,120,130
7/2/2014,Calgary,Family Emergency,60,46
7/3/2014,Calgary,Adult Emergency,725,627
7/3/2014,Calgary,Adult Emergency,125,124
7/3/2014,Calgary,Adult Emergency,23,12
7/3/2014,Calgary,Adult Emergency,159,80
7/3/2014,Calgary,Adult Emergency,370,351
7/3/2014,Calgary,Women Emergency,6,6
7/3/2014,Calgary,Family Emergency,120,130
7/3/2014,Calgary,Family Emergency,60,47
7/4/2014,Calgary,Adult Emergency,725,608
7/4/2014,Calgary,Adult Emergency,125,104
7/4/2014,Calgary,Adult Emergency,23,12
7/4/2014,Calgary,Adult Emergency,159,80
7/4/2014,Calgary,Adult Emergency,370,305
7/4/2014,Calgary,Women Emergency,6,6
7/4/2014,Calgary,Family Emergency,120,112
7/4/2014,Calgary,Family Emergency,60,47
7/5/2014,Calgary,Adult Emergency,725,590
7/5/2014,Calgary,Adult Emergency,125,116
7/5/2014,Calgary,Adult Emergency,23,11
7/5/2014,Calgary,Adult Emergency,159,80
7/5/2014,Calgary,Adult Emergency,370,335
7/5/2014,Calgary,Women Emergency,6,6
7/5/2014,Calgary,Family Emergency,120,105
7/5/2014,Calgary,Family Emergency,60,47
7/6/2014,Calgary,Adult Emergency,725,636
7/6/2014,Calgary,Adult Emergency,125,125
7/6/2014,Calgary,Adult Emergency,23,12
7/6/2014,Calgary,Adult Emergency,159,80
7/6/2014,Calgary,Adult Emergency,370,358
7/6/2014,Calgary,Women Emergency,6,5
7/6/2014,Calgary,Family Emergency,120,119
7/6/2014,Calgary,Family Emergency,60,47
7/7/2014,Calgary,Adult Emergency,725,660
7/7/2014,Calgary,Adult Emergency,125,128
7/7/2014,Calgary,Adult Emergency,23,12
7/7/2014,Calgary,Adult Emergency,159,80
7/7/2014,Calgary,Adult Emergency,370,366
7/7/2014,Calgary,Women Emergency,6,6
7/7/2014,Calgary,Family Emergency,120,121
7/7/2014,Calgary,Family Emergency,60,47
7/8/2014,Calgary,Adult Emergency,725,665
7/8/2014,Calgary,Adult Emergency,125,125
7/8/2014,Calgary,Adult Emergency,23,11
7/8/2014,Calgary,Adult Emergency,159,80
7/8/2014,Calgary,Adult Emergency,370,328
7/8/2014,Calgary,Women Emergency,6,6
7/8/2014,Calgary,Family Emergency,120,115
7/8/2014,Calgary,Family Emergency,60,47
7/9/2014,Calgary,Adult Emergency,725,649
7/9/2014,Calgary,Adult Emergency,125,124
7/9/2014,Calgary,Adult Emergency,23,10
7/9/2014,Calgary,Adult Emergency,159,80
7/9/2014,Calgary,Adult Emergency,370,338
7/9/2014,Calgary,Women Emergency,6,6
7/9/2014,Calgary,Family Emergency,120,96
7/9/2014,Calgary,Family Emergency,60,47
7/10/2014,Calgary,Adult Emergency,725,671
7/10/2014,Calgary,Adult Emergency,125,124
7/10/2014,Calgary,Adult Emergency,23,11
7/10/2014,Calgary,Adult Emergency,159,80
7/10/2014,Calgary,Adult Emergency,370,339
7/10/2014,Calgary,Women Emergency,6,6
7/10/2014,Calgary,Family Emergency,120,126
7/10/2014,Calgary,Family Emergency,60,47
7/11/2014,Calgary,Adult Emergency,725,622
7/11/2014,Calgary,Adult Emergency,125,103
7/11/2014,Calgary,Adult Emergency,23,11
7/11/2014,Calgary,Adult Emergency,159,80
7/11/2014,Calgary,Adult Emergency,370,306
7/11/2014,Calgary,Women Emergency,6,6
7/11/2014,Calgary,Family Emergency,120,120
7/11/2014,Calgary,Family Emergency,60,47
7/12/2014,Calgary,Adult Emergency,725,644
7/12/2014,Calgary,Adult Emergency,125,105
7/12/2014,Calgary,Adult Emergency,23,12
7/12/2014,Calgary,Adult Emergency,159,80
7/12/2014,Calgary,Adult Emergency,370,300
7/12/2014,Calgary,Women Emergency,6,6
7/12/2014,Calgary,Family Emergency,120,120
7/12/2014,Calgary,Family Emergency,60,47
7/13/2014,Calgary,Adult Emergency,725,647
7/13/2014,Calgary,Adult Emergency,125,125
7/13/2014,Calgary,Adult Emergency,23,12
7/13/2014,Calgary,Adult Emergency,159,80
7/13/2014,Calgary,Adult Emergency,370,347
7/13/2014,Calgary,Women Emergency,6,6
7/13/2014,Calgary,Family Emergency,120,122
7/13/2014,Calgary,Family Emergency,60,47
7/14/2014,Calgary,Adult Emergency,725,668
7/14/2014,Calgary,Adult Emergency,125,125
7/14/2014,Calgary,Adult Emergency,23,12
7/14/2014,Calgary,Adult Emergency,159,80
7/14/2014,Calgary,Adult Emergency,370,350
7/14/2014,Calgary,Women Emergency,6,6
7/14/2014,Calgary,Family Emergency,120,117
7/14/2014,Calgary,Family Emergency,60,43
7/15/2014,Calgary,Adult Emergency,725,644
7/15/2014,Calgary,Adult Emergency,125,125
7/15/2014,Calgary,Adult Emergency,23,12
7/15/2014,Calgary,Adult Emergency,159,80
7/15/2014,Calgary,Adult Emergency,370,337
7/15/2014,Calgary,Women Emergency,6,5
7/15/2014,Calgary,Family Emergency,120,123
7/15/2014,Calgary,Family Emergency,60,47
7/16/2014,Calgary,Adult Emergency,725,634
7/16/2014,Calgary,Adult Emergency,125,126
7/16/2014,Calgary,Adult Emergency,23,10
7/16/2014,Calgary,Adult Emergency,159,80
7/16/2014,Calgary,Adult Emergency,370,362
7/16/2014,Calgary,Women Emergency,6,6
7/16/2014,Calgary,Family Emergency,120,128
7/16/2014,Calgary,Family Emergency,60,47
7/17/2014,Calgary,Adult Emergency,725,629
7/17/2014,Calgary,Adult Emergency,125,126
7/17/2014,Calgary,Adult Emergency,23,11
7/17/2014,Calgary,Adult Emergency,159,80
7/17/2014,Calgary,Adult Emergency,370,347
7/17/2014,Calgary,Women Emergency,6,6
7/17/2014,Calgary,Family Emergency,120,110
7/17/2014,Calgary,Family Emergency,60,47
7/18/2014,Calgary,Adult Emergency,725,609
7/18/2014,Calgary,Adult Emergency,125,119
7/18/2014,Calgary,Adult Emergency,23,11
7/18/2014,Calgary,Adult Emergency,159,80
7/18/2014,Calgary,Adult Emergency,370,283
7/18/2014,Calgary,Women Emergency,6,6
7/18/2014,Calgary,Family Emergency,120,110
7/18/2014,Calgary,Family Emergency,60,44
7/19/2014,Calgary,Adult Emergency,725,592
7/19/2014,Calgary,Adult Emergency,125,116
7/19/2014,Calgary,Adult Emergency,23,11
7/19/2014,Calgary,Adult Emergency,159,80
7/19/2014,Calgary,Adult Emergency,370,302
7/19/2014,Calgary,Women Emergency,6,6
7/19/2014,Calgary,Family Emergency,120,125
7/19/2014,Calgary,Family Emergency,60,44
7/20/2014,Calgary,Adult Emergency,725,640
7/20/2014,Calgary,Adult Emergency,125,123
7/20/2014,Calgary,Adult Emergency,23,11
7/20/2014,Calgary,Adult Emergency,159,80
7/20/2014,Calgary,Adult Emergency,370,309
7/20/2014,Calgary,Women Emergency,6,6
7/20/2014,Calgary,Family Emergency,120,115
7/20/2014,Calgary,Family Emergency,60,48
7/21/2014,Calgary,Adult Emergency,725,630
7/21/2014,Calgary,Adult Emergency,125,125
7/21/2014,Calgary,Adult Emergency,23,11
7/21/2014,Calgary,Adult Emergency,159,80
7/21/2014,Calgary,Adult Emergency,370,356
7/21/2014,Calgary,Women Emergency,6,6
7/21/2014,Calgary,Family Emergency,120,102
7/21/2014,Calgary,Family Emergency,60,48
7/22/2014,Calgary,Adult Emergency,725,624
7/22/2014,Calgary,Adult Emergency,125,126
7/22/2014,Calgary,Adult Emergency,23,12
7/22/2014,Calgary,Adult Emergency,159,80
7/22/2014,Calgary,Adult Emergency,370,350
7/22/2014,Calgary,Women Emergency,6,6
7/22/2014,Calgary,Family Emergency,120,102
7/22/2014,Calgary,Family Emergency,60,48
7/23/2014,Calgary,Adult Emergency,725,621
7/23/2014,Calgary,Adult Emergency,125,127
7/23/2014,Calgary,Adult Emergency,23,12
7/23/2014,Calgary,Adult Emergency,159,80
7/23/2014,Calgary,Adult Emergency,370,350
7/23/2014,Calgary,Women Emergency,6,6
7/23/2014,Calgary,Family Emergency,120,100
7/23/2014,Calgary,Family Emergency,60,48
7/24/2014,Calgary,Adult Emergency,725,625
7/24/2014,Calgary,Adult Emergency,125,125
7/24/2014,Calgary,Adult Emergency,23,12
7/24/2014,Calgary,Adult Emergency,159,80
7/24/2014,Calgary,Adult Emergency,370,355
7/24/2014,Calgary,Women Emergency,6,6
7/24/2014,Calgary,Family Emergency,120,111
7/24/2014,Calgary,Family Emergency,60,48
7/25/2014,Calgary,Adult Emergency,725,622
7/25/2014,Calgary,Adult Emergency,125,118
7/25/2014,Calgary,Adult Emergency,23,12
7/25/2014,Calgary,Adult Emergency,159,80
7/25/2014,Calgary,Adult Emergency,370,312
7/25/2014,Calgary,Women Emergency,6,6
7/25/2014,Calgary,Family Emergency,120,106
7/25/2014,Calgary,Family Emergency,60,43
7/26/2014,Calgary,Adult Emergency,725,585
7/26/2014,Calgary,Adult Emergency,125,105
7/26/2014,Calgary,Adult Emergency,23,12
7/26/2014,Calgary,Adult Emergency,159,80
7/26/2014,Calgary,Adult Emergency,370,292
7/26/2014,Calgary,Women Emergency,6,6
7/26/2014,Calgary,Family Emergency,120,124
7/26/2014,Calgary,Family Emergency,60,43
7/27/2014,Calgary,Adult Emergency,725,614
7/27/2014,Calgary,Adult Emergency,125,110
7/27/2014,Calgary,Adult Emergency,23,10
7/27/2014,Calgary,Adult Emergency,159,80
7/27/2014,Calgary,Adult Emergency,370,228
7/27/2014,Calgary,Women Emergency,6,6
7/27/2014,Calgary,Family Emergency,120,125
7/27/2014,Calgary,Family Emergency,60,51
7/28/2014,Calgary,Adult Emergency,725,570
7/28/2014,Calgary,Adult Emergency,125,114
7/28/2014,Calgary,Adult Emergency,23,8
7/28/2014,Calgary,Adult Emergency,159,80
7/28/2014,Calgary,Adult Emergency,370,231
7/28/2014,Calgary,Women Emergency,6,6
7/28/2014,Calgary,Family Emergency,120,102
7/28/2014,Calgary,Family Emergency,60,51
7/29/2014,Calgary,Adult Emergency,725,579
7/29/2014,Calgary,Adult Emergency,125,118
7/29/2014,Calgary,Adult Emergency,23,8
7/29/2014,Calgary,Adult Emergency,159,80
7/29/2014,Calgary,Adult Emergency,370,213
7/29/2014,Calgary,Women Emergency,6,6
7/29/2014,Calgary,Family Emergency,120,115
7/29/2014,Calgary,Family Emergency,60,51
7/30/2014,Calgary,Adult Emergency,725,590
7/30/2014,Calgary,Adult Emergency,125,111
7/30/2014,Calgary,Adult Emergency,23,7
7/30/2014,Calgary,Adult Emergency,159,80
7/30/2014,Calgary,Adult Emergency,370,232
7/30/2014,Calgary,Women Emergency,6,5
7/30/2014,Calgary,Family Emergency,120,112
7/30/2014,Calgary,Family Emergency,60,51
7/31/2014,Calgary,Adult Emergency,725,575
7/31/2014,Calgary,Adult Emergency,125,112
7/31/2014,Calgary,Adult Emergency,23,7
7/31/2014,Calgary,Adult Emergency,159,80
7/31/2014,Calgary,Adult Emergency,370,221
7/31/2014,Calgary,Women Emergency,6,5
7/31/2014,Calgary,Family Emergency,120,122
7/31/2014,Calgary,Family Emergency,60,51
8/1/2014,Calgary,Adult Emergency,725,608
8/1/2014,Calgary,Adult Emergency,125,105
8/1/2014,Calgary,Adult Emergency,23,10
8/1/2014,Calgary,Adult Emergency,159,80
8/1/2014,Calgary,Adult Emergency,370,266
8/1/2014,Calgary,Women Emergency,6,6
8/1/2014,Calgary,Family Emergency,120,117
8/1/2014,Calgary,Family Emergency,60,51
8/2/2014,Calgary,Adult Emergency,725,605
8/2/2014,Calgary,Adult Emergency,125,103
8/2/2014,Calgary,Adult Emergency,23,11
8/2/2014,Calgary,Adult Emergency,159,80
8/2/2014,Calgary,Adult Emergency,370,262
8/2/2014,Calgary,Women Emergency,6,6
8/2/2014,Calgary,Family Emergency,120,109
8/2/2014,Calgary,Family Emergency,60,51
8/3/2014,Calgary,Adult Emergency,725,600
8/3/2014,Calgary,Adult Emergency,125,125
8/3/2014,Calgary,Adult Emergency,23,10
8/3/2014,Calgary,Adult Emergency,159,80
8/3/2014,Calgary,Adult Emergency,370,300
8/3/2014,Calgary,Women Emergency,6,6
8/3/2014,Calgary,Family Emergency,120,113
8/3/2014,Calgary,Family Emergency,60,51
8/4/2014,Calgary,Adult Emergency,725,633
8/4/2014,Calgary,Adult Emergency,125,124
8/4/2014,Calgary,Adult Emergency,23,10
8/4/2014,Calgary,Adult Emergency,159,80
8/4/2014,Calgary,Adult Emergency,370,334
8/4/2014,Calgary,Women Emergency,6,6
8/4/2014,Calgary,Family Emergency,120,125
8/4/2014,Calgary,Family Emergency,60,50
8/5/2014,Calgary,Adult Emergency,725,607
8/5/2014,Calgary,Adult Emergency,125,125
8/5/2014,Calgary,Adult Emergency,23,11
8/5/2014,Calgary,Adult Emergency,159,80
8/5/2014,Calgary,Adult Emergency,370,345
8/5/2014,Calgary,Women Emergency,6,6
8/5/2014,Calgary,Family Emergency,120,119
8/5/2014,Calgary,Family Emergency,60,50
8/6/2014,Calgary,Adult Emergency,725,589
8/6/2014,Calgary,Adult Emergency,125,125
8/6/2014,Calgary,Adult Emergency,23,12
8/6/2014,Calgary,Adult Emergency,159,80
8/6/2014,Calgary,Adult Emergency,370,363
8/6/2014,Calgary,Women Emergency,6,6
8/6/2014,Calgary,Family Emergency,120,133
8/6/2014,Calgary,Family Emergency,60,50
8/7/2014,Calgary,Adult Emergency,725,622
8/7/2014,Calgary,Adult Emergency,125,126
8/7/2014,Calgary,Adult Emergency,23,12
8/7/2014,Calgary,Adult Emergency,159,80
8/7/2014,Calgary,Adult Emergency,370,338
8/7/2014,Calgary,Women Emergency,6,4
8/7/2014,Calgary,Family Emergency,120,134
8/7/2014,Calgary,Family Emergency,60,50
8/8/2014,Calgary,Adult Emergency,725,629
8/8/2014,Calgary,Adult Emergency,125,120
8/8/2014,Calgary,Adult Emergency,23,10
8/8/2014,Calgary,Adult Emergency,159,80
8/8/2014,Calgary,Adult Emergency,370,305
8/8/2014,Calgary,Women Emergency,6,4
8/8/2014,Calgary,Family Emergency,120,121
8/8/2014,Calgary,Family Emergency,60,47
8/9/2014,Calgary,Adult Emergency,725,629
8/9/2014,Calgary,Adult Emergency,125,111
8/9/2014,Calgary,Adult Emergency,23,12
8/9/2014,Calgary,Adult Emergency,159,80
8/9/2014,Calgary,Adult Emergency,370,294
8/9/2014,Calgary,Women Emergency,6,5
8/9/2014,Calgary,Family Emergency,120,113
8/9/2014,Calgary,Family Emergency,60,47
8/10/2014,Calgary,Adult Emergency,725,595
8/10/2014,Calgary,Adult Emergency,125,126
8/10/2014,Calgary,Adult Emergency,23,11
8/10/2014,Calgary,Adult Emergency,159,80
8/10/2014,Calgary,Adult Emergency,370,349
8/10/2014,Calgary,Women Emergency,6,5
8/10/2014,Calgary,Family Emergency,120,111
8/10/2014,Calgary,Family Emergency,60,51
8/11/2014,Calgary,Adult Emergency,725,596
8/11/2014,Calgary,Adult Emergency,125,126
8/11/2014,Calgary,Adult Emergency,23,10
8/11/2014,Calgary,Adult Emergency,159,80
8/11/2014,Calgary,Adult Emergency,370,370
8/11/2014,Calgary,Women Emergency,6,5
8/11/2014,Calgary,Family Emergency,120,90
8/11/2014,Calgary,Family Emergency,60,50
8/12/2014,Calgary,Adult Emergency,725,614
8/12/2014,Calgary,Adult Emergency,125,125
8/12/2014,Calgary,Adult Emergency,23,11
8/12/2014,Calgary,Adult Emergency,159,80
8/12/2014,Calgary,Adult Emergency,370,351
8/12/2014,Calgary,Women Emergency,6,6
8/12/2014,Calgary,Family Emergency,120,120
8/12/2014,Calgary,Family Emergency,60,50
8/13/2014,Calgary,Adult Emergency,725,613
8/13/2014,Calgary,Adult Emergency,125,125
8/13/2014,Calgary,Adult Emergency,23,11
8/13/2014,Calgary,Adult Emergency,159,80
8/13/2014,Calgary,Adult Emergency,370,370
8/13/2014,Calgary,Women Emergency,6,6
8/13/2014,Calgary,Family Emergency,120,98
8/13/2014,Calgary,Family Emergency,60,51
8/14/2014,Calgary,Adult Emergency,725,629
8/14/2014,Calgary,Adult Emergency,125,125
8/14/2014,Calgary,Adult Emergency,23,11
8/14/2014,Calgary,Adult Emergency,159,80
8/14/2014,Calgary,Adult Emergency,370,359
8/14/2014,Calgary,Women Emergency,6,5
8/14/2014,Calgary,Family Emergency,120,111
8/14/2014,Calgary,Family Emergency,60,51
8/15/2014,Calgary,Adult Emergency,725,626
8/15/2014,Calgary,Adult Emergency,125,105
8/15/2014,Calgary,Adult Emergency,23,11
8/15/2014,Calgary,Adult Emergency,159,80
8/15/2014,Calgary,Adult Emergency,370,324
8/15/2014,Calgary,Women Emergency,6,5
8/15/2014,Calgary,Family Emergency,120,118
8/15/2014,Calgary,Family Emergency,60,49
8/16/2014,Calgary,Adult Emergency,725,584
8/16/2014,Calgary,Adult Emergency,125,116
8/16/2014,Calgary,Adult Emergency,23,12
8/16/2014,Calgary,Adult Emergency,159,80
8/16/2014,Calgary,Adult Emergency,370,322
8/16/2014,Calgary,Women Emergency,6,6
8/16/2014,Calgary,Family Emergency,120,119
8/16/2014,Calgary,Family Emergency,60,49
8/17/2014,Calgary,Adult Emergency,725,646
8/17/2014,Calgary,Adult Emergency,125,125
8/17/2014,Calgary,Adult Emergency,23,10
8/17/2014,Calgary,Adult Emergency,159,80
8/17/2014,Calgary,Adult Emergency,370,370
8/17/2014,Calgary,Women Emergency,6,6
8/17/2014,Calgary,Family Emergency,120,119
8/17/2014,Calgary,Family Emergency,60,49
8/18/2014,Calgary,Adult Emergency,725,608
8/18/2014,Calgary,Adult Emergency,125,124
8/18/2014,Calgary,Adult Emergency,23,10
8/18/2014,Calgary,Adult Emergency,159,80
8/18/2014,Calgary,Adult Emergency,370,370
8/18/2014,Calgary,Women Emergency,6,4
