Date,City,ShelterType,Capacity,Overnight
10/17/2019,Calgary,Family Emergency,60,39
10/18/2019,Calgary,Adult Emergency,850,653
10/18/2019,Calgary,Adult Emergency,125,0
10/18/2019,Calgary,Adult Emergency,12,3
10/18/2019,Calgary,Adult Emergency,80,80
10/18/2019,Calgary,Adult Emergency,370,318
10/18/2019,Calgary,Women Emergency,6,6
10/18/2019,Calgary,Family Emergency,80,61
10/18/2019,Calgary,Family Emergency,40,0
10/18/2019,Calgary,Family Emergency,60,39
10/19/2019,Calgary,Adult Emergency,850,644
10/19/2019,Calgary,Adult Emergency,125,0
10/19/2019,Calgary,Adult Emergency,12,4
10/19/2019,Calgary,Adult Emergency,80,79
10/19/2019,Calgary,Adult Emergency,370,323
10/19/2019,Calgary,Women Emergency,6,5
10/19/2019,Calgary,Family Emergency,80,61
10/19/2019,Calgary,Family Emergency,40,0
10/19/2019,Calgary,Family Emergency,60,39
10/20/2019,Calgary,Adult Emergency,850,696
10/20/2019,Calgary,Adult Emergency,125,0
10/20/2019,Calgary,Adult Emergency,12,4
10/20/2019,Calgary,Adult Emergency,80,79
10/20/2019,Calgary,Adult Emergency,370,362
10/20/2019,Calgary,Women Emergency,6,4
10/20/2019,Calgary,Family Emergency,80,61
10/20/2019,Calgary,Family Emergency,40,0
10/20/2019,Calgary,Family Emergency,60,39
10/21/2019,Calgary,Adult Emergency,850,672
10/21/2019,Calgary,Adult Emergency,125,0
10/21/2019,Calgary,Adult Emergency,12,5
10/21/2019,Calgary,Adult Emergency,80,80
10/21/2019,Calgary,Adult Emergency,370,337
10/21/2019,Calgary,Women Emergency,6,5
10/21/2019,Calgary,Family Emergency,80,61
10/21/2019,Calgary,Family Emergency,40,0
10/21/2019,Calgary,Family Emergency,60,39
10/22/2019,Calgary,Adult Emergency,850,689
10/22/2019,Calgary,Adult Emergency,125,0
10/22/2019,Calgary,Adult Emergency,12,6
10/22/2019,Calgary,Adult Emergency,80,79
10/22/2019,Calgary,Adult Emergency,370,349
10/22/2019,Calgary,Women Emergency,6,6
10/22/2019,Calgary,Family Emergency,80,58
10/22/2019,Calgary,Family Emergency,40,0
10/22/2019,Calgary,Family Emergency,60,39
10/23/2019,Calgary,Adult Emergency,850,690
10/23/2019,Calgary,Adult Emergency,125,0
10/23/2019,Calgary,Adult Emergency,12,6
10/23/2019,Calgary,Adult Emergency,80,80
10/23/2019,Calgary,Adult Emergency,370,365
10/23/2019,Calgary,Women Emergency,6,5
10/23/2019,Calgary,Family Emergency,80,60
10/23/2019,Calgary,Family Emergency,40,0
10/23/2019,Calgary,Family Emergency,60,39
10/24/2019,Calgary,Adult Emergency,850,646
10/24/2019,Calgary,Adult Emergency,125,0
10/24/2019,Calgary,Adult Emergency,12,5
10/24/2019,Calgary,Adult Emergency,80,80
10/24/2019,Calgary,Adult Emergency,370,346
10/24/2019,Calgary,Women Emergency,6,5
10/24/2019,Calgary,Family Emergency,80,64
10/24/2019,Calgary,Family Emergency,40,0
10/24/2019,Calgary,Family Emergency,60,39
10/25/2019,Calgary,Adult Emergency,850,657
10/25/2019,Calgary,Adult Emergency,125,0
10/25/2019,Calgary,Adult Emergency,12,6
10/25/2019,Calgary,Adult Emergency,80,80
10/25/2019,Calgary,Adult Emergency,370,320
10/25/2019,Calgary,Women Emergency,6,6
10/25/2019,Calgary,Family Emergency,80,64
10/25/2019,Calgary,Family Emergency,40,0
10/25/2019,Calgary,Family Emergency,60,39
10/26/2019,Calgary,Adult Emergency,850,637
10/26/2019,Calgary,Adult Emergency,125,0
10/26/2019,Calgary,Adult Emergency,12,5
10/26/2019,Calgary,Adult Emergency,80,78
10/26/2019,Calgary,Adult Emergency,370,314
10/26/2019,Calgary,Women Emergency,6,6
10/26/2019,Calgary,Family Emergency,80,61
10/26/2019,Calgary,Family Emergency,40,0
10/26/2019,Calgary,Family Emergency,60,39
10/27/2019,Calgary,Adult Emergency,850,630
10/27/2019,Calgary,Adult Emergency,125,0
10/27/2019,Calgary,Adult Emergency,12,5
10/27/2019,Calgary,Adult Emergency,80,79
10/27/2019,Calgary,Adult Emergency,370,344
10/27/2019,Calgary,Women Emergency,6,6
10/27/2019,Calgary,Family Emergency,80,61
10/27/2019,Calgary,Family Emergency,40,0
10/27/2019,Calgary,Family Emergency,60,39
10/28/2019,Calgary,Adult Emergency,850,671
10/28/2019,Calgary,Adult Emergency,125,0
10/28/2019,Calgary,Adult Emergency,12,5
10/28/2019,Calgary,Adult Emergency,80,80
10/28/2019,Calgary,Adult Emergency,370,332
10/28/2019,Calgary,Women Emergency,6,6
10/28/2019,Calgary,Family Emergency,80,66
10/28/2019,Calgary,Family Emergency,40,0
10/28/2019,Calgary,Family Emergency,60,39
10/29/2019,Calgary,Adult Emergency,850,675
10/29/2019,Calgary,Adult Emergency,125,0
10/29/2019,Calgary,Adult Emergency,12,6
10/29/2019,Calgary,Adult Emergency,80,80
10/29/2019,Calgary,Adult Emergency,370,329
10/29/2019,Calgary,Women Emergency,6,6
10/29/2019,Calgary,Family Emergency,80,67
10/29/2019,Calgary,Family Emergency,40,0
10/29/2019,Calgary,Family Emergency,60,39
10/30/2019,Calgary,Adult Emergency,850,640
10/30/2019,Calgary,Adult Emergency,125,0
10/30/2019,Calgary,Adult Emergency,12,5
10/30/2019,Calgary,Adult Emergency,80,80
10/30/2019,Calgary,Adult Emergency,370,312
10/30/2019,Calgary,Women Emergency,6,5
10/30/2019,Calgary,Family Emergency,80,68
10/30/2019,Calgary,Family Emergency,40,0
10/30/2019,Calgary,Family Emergency,60,39
10/31/2019,Calgary,Adult Emergency,850,652
10/31/2019,Calgary,Adult Emergency,125,0
10/31/2019,Calgary,Adult Emergency,12,6
10/31/2019,Calgary,Adult Emergency,80,80
10/31/2019,Calgary,Adult Emergency,370,320
10/31/2019,Calgary,Women Emergency,6,5
10/31/2019,Calgary,Family Emergency,80,70
10/31/2019,Calgary,Family Emergency,40,0
10/31/2019,Calgary,Family Emergency,60,39
11/1/2019,Calgary,Adult Emergency,850,631
11/1/2019,Calgary,Adult Emergency,125,0
11/1/2019,Calgary,Adult Emergency,12,7
11/1/2019,Calgary,Adult Emergency,80,77
11/1/2019,Calgary,Adult Emergency,370,303
11/1/2019,Calgary,Women Emergency,6,6
11/1/2019,Calgary,Family Emergency,80,68
11/1/2019,Calgary,Family Emergency,40,0
11/1/2019,Calgary,Family Emergency,60,32
11/2/2019,Calgary,Adult Emergency,850,654
11/2/2019,Calgary,Adult Emergency,125,0
11/2/2019,Calgary,Adult Emergency,12,7
11/2/2019,Calgary,Adult Emergency,80,74
11/2/2019,Calgary,Adult Emergency,370,319
11/2/2019,Calgary,Women Emergency,6,6
11/2/2019,Calgary,Family Emergency,80,64
11/2/2019,Calgary,Family Emergency,40,0
11/2/2019,Calgary,Family Emergency,60,32
11/3/2019,Calgary,Adult Emergency,850,697
11/3/2019,Calgary,Adult Emergency,125,0
11/3/2019,Calgary,Adult Emergency,12,6
11/3/2019,Calgary,Adult Emergency,80,76
11/3/2019,Calgary,Adult Emergency,370,342
11/3/2019,Calgary,Women Emergency,6,5
11/3/2019,Calgary,Family Emergency,80,64
11/3/2019,Calgary,Family Emergency,40,0
11/3/2019,Calgary,Family Emergency,60,32
11/4/2019,Calgary,Adult Emergency,850,713
11/4/2019,Calgary,Adult Emergency,125,0
11/4/2019,Calgary,Adult Emergency,12,8
11/4/2019,Calgary,Adult Emergency,80,80
11/4/2019,Calgary,Adult Emergency,370,345
11/4/2019,Calgary,Women Emergency,6,4
11/4/2019,Calgary,Family Emergency,80,64
11/4/2019,Calgary,Family Emergency,40,0
11/4/2019,Calgary,Family Emergency,60,32
11/5/2019,Calgary,Adult Emergency,850,725
11/5/2019,Calgary,Adult Emergency,125,0
11/5/2019,Calgary,Adult Emergency,12,7
11/5/2019,Calgary,Adult Emergency,80,80
11/5/2019,Calgary,Adult Emergency,370,358
11/5/2019,Calgary,Women Emergency,6,4
11/5/2019,Calgary,Family Emergency,80,67
11/5/2019,Calgary,Family Emergency,40,0
11/5/2019,Calgary,Family Emergency,60,37
11/6/2019,Calgary,Adult Emergency,850,753
11/6/2019,Calgary,Adult Emergency,125,0
11/6/2019,Calgary,Adult Emergency,12,7
11/6/2019,Calgary,Adult Emergency,80,80
11/6/2019,Calgary,Adult Emergency,370,341
11/6/2019,Calgary,Women Emergency,6,5
11/6/2019,Calgary,Family Emergency,80,73
11/6/2019,Calgary,Family Emergency,40,0
11/6/2019,Calgary,Family Emergency,60,37
11/7/2019,Calgary,Adult Emergency,850,732
11/7/2019,Calgary,Adult Emergency,125,0
11/7/2019,Calgary,Adult Emergency,12,8
11/7/2019,Calgary,Adult Emergency,80,79
11/7/2019,Calgary,Adult Emergency,370,346
11/7/2019,Calgary,Women Emergency,6,6
11/7/2019,Calgary,Family Emergency,80,73
11/7/2019,Calgary,Family Emergency,40,0
11/7/2019,Calgary,Family Emergency,60,37
11/8/2019,Calgary,Adult Emergency,850,681
11/8/2019,Calgary,Adult Emergency,125,0
11/8/2019,Calgary,Adult Emergency,12,7
11/8/2019,Calgary,Adult Emergency,80,79
11/8/2019,Calgary,Adult Emergency,370,329
11/8/2019,Calgary,Women Emergency,6,6
11/8/2019,Calgary,Family Emergency,80,72
11/8/2019,Calgary,Family Emergency,40,0
11/8/2019,Calgary,Family Emergency,60,34
11/9/2019,Calgary,Adult Emergency,850,732
11/9/2019,Calgary,Adult Emergency,125,0
11/9/2019,Calgary,Adult Emergency,12,8
11/9/2019,Calgary,Adult Emergency,80,75
11/9/2019,Calgary,Adult Emergency,370,340
11/9/2019,Calgary,Women Emergency,6,6
11/9/2019,Calgary,Family Emergency,80,67
11/9/2019,Calgary,Family Emergency,40,0
11/9/2019,Calgary,Family Emergency,60,37
11/10/2019,Calgary,Adult Emergency,850,708
11/10/2019,Calgary,Adult Emergency,125,0
11/10/2019,Calgary,Adult Emergency,12,7
11/10/2019,Calgary,Adult Emergency,80,75
11/10/2019,Calgary,Adult Emergency,370,358
11/10/2019,Calgary,Women Emergency,6,6
11/10/2019,Calgary,Family Emergency,80,67
11/10/2019,Calgary,Family Emergency,40,0
11/10/2019,Calgary,Family Emergency,60,37
11/11/2019,Calgary,Adult Emergency,850,711
11/11/2019,Calgary,Adult Emergency,125,0
11/11/2019,Calgary,Adult Emergency,12,8
11/11/2019,Calgary,Adult Emergency,80,79
11/11/2019,Calgary,Adult Emergency,370,369
11/11/2019,Calgary,Women Emergency,6,6
11/11/2019,Calgary,Family Emergency,80,67
11/11/2019,Calgary,Family Emergency,40,0
11/11/2019,Calgary,Family Emergency,60,37
11/12/2019,Calgary,Adult Emergency,850,728
11/12/2019,Calgary,Adult Emergency,125,0
11/12/2019,Calgary,Adult Emergency,12,7
11/12/2019,Calgary,Adult Emergency,80,79
11/12/2019,Calgary,Adult Emergency,370,350
11/12/2019,Calgary,Women Emergency,6,6
11/12/2019,Calgary,Family Emergency,80,67
11/12/2019,Calgary,Family Emergency,40,0
11/12/2019,Calgary,Family Emergency,60,37
11/13/2019,Calgary,Adult Emergency,850,731
11/13/2019,Calgary,Adult Emergency,125,0
11/13/2019,Calgary,Adult Emergency,12,5
11/13/2019,Calgary,Adult Emergency,80,80
11/13/2019,Calgary,Adult Emergency,370,350
11/13/2019,Calgary,Women Emergency,6,6
11/13/2019,Calgary,Family Emergency,80,63
11/13/2019,Calgary,Family Emergency,40,0
11/13/2019,Calgary,Family Emergency,60,37
11/14/2019,Calgary,Adult Emergency,850,705
11/14/2019,Calgary,Adult Emergency,125,0
11/14/2019,Calgary,Adult Emergency,12,5
11/14/2019,Calgary,Adult Emergency,80,78
11/14/2019,Calgary,Adult Emergency,370,356
11/14/2019,Calgary,Women Emergency,6,6
11/14/2019,Calgary,Family Emergency,80,59
11/14/2019,Calgary,Family Emergency,40,0
11/14/2019,Calgary,Family Emergency,60,37
11/15/2019,Calgary,Adult Emergency,850,629
11/15/2019,Calgary,Adult Emergency,125,0
11/15/2019,Calgary,Adult Emergency,12,6
11/15/2019,Calgary,Adult Emergency,80,79
11/15/2019,Calgary,Adult Emergency,370,330
11/15/2019,Calgary,Women Emergency,6,6
11/15/2019,Calgary,Family Emergency,80,59
11/15/2019,Calgary,Family Emergency,40,0
11/15/2019,Calgary,Family Emergency,60,37
11/16/2019,Calgary,Adult Emergency,850,655
11/16/2019,Calgary,Adult Emergency,125,0
11/16/2019,Calgary,Adult Emergency,12,6
11/16/2019,Calgary,Adult Emergency,80,80
11/16/2019,Calgary,Adult Emergency,370,344
11/16/2019,Calgary,Women Emergency,6,6
11/16/2019,Calgary,Family Emergency,80,62
11/16/2019,Calgary,Family Emergency,40,0
11/16/2019,Calgary,Family Emergency,60,37
11/17/2019,Calgary,Adult Emergency,850,682
11/17/2019,Calgary,Adult Emergency,125,0
11/17/2019,Calgary,Adult Emergency,12,6
11/17/2019,Calgary,Adult Emergency,80,77
11/17/2019,Calgary,Adult Emergency,370,357
11/17/2019,Calgary,Women Emergency,6,5
11/17/2019,Calgary,Family Emergency,80,60
11/17/2019,Calgary,Family Emergency,40,0
11/17/2019,Calgary,Family Emergency,60,37
11/18/2019,Calgary,Adult Emergency,850,679
11/18/2019,Calgary,Adult Emergency,125,0
11/18/2019,Calgary,Adult Emergency,12,5
11/18/2019,Calgary,Adult Emergency,80,74
11/18/2019,Calgary,Adult Emergency,370,368
11/18/2019,Calgary,Women Emergency,6,5
11/18/2019,Calgary,Family Emergency,80,60
11/18/2019,Calgary,Family Emergency,40,0
11/18/2019,Calgary,Family Emergency,60,37
11/19/2019,Calgary,Adult Emergency,850,715
11/19/2019,Calgary,Adult Emergency,125,0
11/19/2019,Calgary,Adult Emergency,12,5
11/19/2019,Calgary,Adult Emergency,80,75
11/19/2019,Calgary,Adult Emergency,370,368
11/19/2019,Calgary,Women Emergency,6,5
11/19/2019,Calgary,Family Emergency,80,59
11/19/2019,Calgary,Family Emergency,40,0
11/19/2019,Calgary,Family Emergency,60,37
11/20/2019,Calgary,Adult Emergency,850,708
11/20/2019,Calgary,Adult Emergency,125,0
11/20/2019,Calgary,Adult Emergency,12,5
11/20/2019,Calgary,Adult Emergency,80,78
11/20/2019,Calgary,Adult Emergency,370,368
11/20/2019,Calgary,Women Emergency,6,5
11/20/2019,Calgary,Family Emergency,80,59
11/20/2019,Calgary,Family Emergency,40,0
11/20/2019,Calgary,Family Emergency,60,37
11/21/2019,Calgary,Adult Emergency,850,697
11/21/2019,Calgary,Adult Emergency,125,0
11/21/2019,Calgary,Adult Emergency,12,4
11/21/2019,Calgary,Adult Emergency,80,76
11/21/2019,Calgary,Adult Emergency,370,364
11/21/2019,Calgary,Women Emergency,6,6
11/21/2019,Calgary,Family Emergency,80,59
11/21/2019,Calgary,Family Emergency,40,0
11/21/2019,Calgary,Family Emergency,60,37
11/22/2019,Calgary,Adult Emergency,850,641
11/22/2019,Calgary,Adult Emergency,125,0
11/22/2019,Calgary,Adult Emergency,12,4
11/22/2019,Calgary,Adult Emergency,80,72
11/22/2019,Calgary,Adult Emergency,370,336
11/22/2019,Calgary,Women Emergency,6,5
11/22/2019,Calgary,Family Emergency,80,55
11/22/2019,Calgary,Family Emergency,40,0
11/22/2019,Calgary,Family Emergency,60,37
11/23/2019,Calgary,Adult Emergency,850,632
11/23/2019,Calgary,Adult Emergency,125,0
11/23/2019,Calgary,Adult Emergency,12,3
11/23/2019,Calgary,Adult Emergency,80,69
11/23/2019,Calgary,Adult Emergency,370,319
11/23/2019,Calgary,Women Emergency,6,5
11/23/2019,Calgary,Family Emergency,80,60
11/23/2019,Calgary,Family Emergency,40,0
11/23/2019,Calgary,Family Emergency,60,37
11/24/2019,Calgary,Adult Emergency,850,677
11/24/2019,Calgary,Adult Emergency,125,0
11/24/2019,Calgary,Adult Emergency,12,4
11/24/2019,Calgary,Adult Emergency,80,72
11/24/2019,Calgary,Adult Emergency,370,366
11/24/2019,Calgary,Women Emergency,6,4
11/24/2019,Calgary,Family Emergency,80,65
11/24/2019,Calgary,Family Emergency,40,0
11/24/2019,Calgary,Family Emergency,60,37
11/25/2019,Calgary,Adult Emergency,850,713
11/25/2019,Calgary,Adult Emergency,125,0
11/25/2019,Calgary,Adult Emergency,12,5
11/25/2019,Calgary,Adult Emergency,80,73
11/25/2019,Calgary,Adult Emergency,370,364
11/25/2019,Calgary,Women Emergency,6,5
11/25/2019,Calgary,Family Emergency,80,65
11/25/2019,Calgary,Family Emergency,40,0
11/25/2019,Calgary,Family Emergency,60,37
11/26/2019,Calgary,Adult Emergency,850,669
11/26/2019,Calgary,Adult Emergency,125,0
11/26/2019,Calgary,Adult Emergency,12,5
11/26/2019,Calgary,Adult Emergency,80,79
11/26/2019,Calgary,Adult Emergency,370,304
11/26/2019,Calgary,Women Emergency,6,6
11/26/2019,Calgary,Family Emergency,80,61
11/26/2019,Calgary,Family Emergency,40,0
11/26/2019,Calgary,Family Emergency,60,37
11/27/2019,Calgary,Adult Emergency,850,680
11/27/2019,Calgary,Adult Emergency,125,0
11/27/2019,Calgary,Adult Emergency,12,7
11/27/2019,Calgary,Adult Emergency,80,73
11/27/2019,Calgary,Adult Emergency,370,295
11/27/2019,Calgary,Women Emergency,6,6
11/27/2019,Calgary,Family Emergency,80,59
11/27/2019,Calgary,Family Emergency,40,0
11/27/2019,Calgary,Family Emergency,60,37
11/28/2019,Calgary,Adult Emergency,850,658
11/28/2019,Calgary,Adult Emergency,125,0
11/28/2019,Calgary,Adult Emergency,12,9
11/28/2019,Calgary,Adult Emergency,80,76
11/28/2019,Calgary,Adult Emergency,370,322
11/28/2019,Calgary,Women Emergency,6,6
11/28/2019,Calgary,Family Emergency,80,59
11/28/2019,Calgary,Family Emergency,40,0
11/28/2019,Calgary,Family Emergency,60,35
11/29/2019,Calgary,Adult Emergency,850,654
11/29/2019,Calgary,Adult Emergency,125,0
11/29/2019,Calgary,Adult Emergency,12,8
11/29/2019,Calgary,Adult Emergency,80,73
11/29/2019,Calgary,Adult Emergency,370,302
11/29/2019,Calgary,Women Emergency,6,5
11/29/2019,Calgary,Family Emergency,80,50
11/29/2019,Calgary,Family Emergency,40,0
11/29/2019,Calgary,Family Emergency,60,31
11/30/2019,Calgary,Adult Emergency,850,669
11/30/2019,Calgary,Adult Emergency,125,0
11/30/2019,Calgary,Adult Emergency,12,8
11/30/2019,Calgary,Adult Emergency,80,72
11/30/2019,Calgary,Adult Emergency,370,296
11/30/2019,Calgary,Women Emergency,6,5
11/30/2019,Calgary,Family Emergency,80,41
11/30/2019,Calgary,Family Emergency,40,0
11/30/2019,Calgary,Family Emergency,60,31
12/1/2019,Calgary,Adult Emergency,850,651
12/1/2019,Calgary,Adult Emergency,125,0
12/1/2019,Calgary,Adult Emergency,12,7
12/1/2019,Calgary,Adult Emergency,80,71
12/1/2019,Calgary,Adult Emergency,370,319
12/1/2019,Calgary,Women Emergency,10,5
12/1/2019,Calgary,Family Emergency,80,43
12/1/2019,Calgary,Family Emergency,40,0
12/1/2019,Calgary,Family Emergency,60,31
12/2/2019,Calgary,Adult Emergency,850,659
12/2/2019,Calgary,Adult Emergency,125,0
12/2/2019,Calgary,Adult Emergency,12,6
12/2/2019,Calgary,Adult Emergency,80,73
12/2/2019,Calgary,Adult Emergency,370,328
12/2/2019,Calgary,Women Emergency,10,5
12/2/2019,Calgary,Family Emergency,80,46
12/2/2019,Calgary,Family Emergency,40,0
12/2/2019,Calgary,Family Emergency,60,29
12/3/2019,Calgary,Adult Emergency,850,658
12/3/2019,Calgary,Adult Emergency,125,0
12/3/2019,Calgary,Adult Emergency,12,6
12/3/2019,Calgary,Adult Emergency,80,72
12/3/2019,Calgary,Adult Emergency,370,327
12/3/2019,Calgary,Women Emergency,10,6
12/3/2019,Calgary,Family Emergency,80,50
12/3/2019,Calgary,Family Emergency,40,0
12/3/2019,Calgary,Family Emergency,60,24
12/4/2019,Calgary,Adult Emergency,850,691
12/4/2019,Calgary,Adult Emergency,125,0
12/4/2019,Calgary,Adult Emergency,12,5
12/4/2019,Calgary,Adult Emergency,80,71
12/4/2019,Calgary,Adult Emergency,370,337
12/4/2019,Calgary,Women Emergency,10,7
12/4/2019,Calgary,Family Emergency,80,50
12/4/2019,Calgary,Family Emergency,40,0
12/4/2019,Calgary,Family Emergency,60,27
12/5/2019,Calgary,Adult Emergency,850,703
12/5/2019,Calgary,Adult Emergency,125,0
12/5/2019,Calgary,Adult Emergency,12,5
12/5/2019,Calgary,Adult Emergency,80,68
12/5/2019,Calgary,Adult Emergency,370,349
12/5/2019,Calgary,Women Emergency,10,6
12/5/2019,Calgary,Family Emergency,80,50
12/5/2019,Calgary,Family Emergency,40,0
12/5/2019,Calgary,Family Emergency,60,27
12/6/2019,Calgary,Adult Emergency,850,693
12/6/2019,Calgary,Adult Emergency,125,0
12/6/2019,Calgary,Adult Emergency,12,5
12/6/2019,Calgary,Adult Emergency,80,65
